"TID_FORGOT_TO_OPEN_CHEST_NOTIFICATION","You have chests waiting to be unlocked!",,,,,,,,,,,,,,
"TID_FORGOT_TO_OPEN_CHEST_2ND_NOTIFICATION","Did you forget to start unlocking a chest? Here's a reminder!",,,,,,,,,,,,,,
"TID_FREE_CHEST_NOTIFICATION","Free treasure chest is waiting for you!",,,,,,,,,,,,,,
"TID_FREE_CHEST_2ND_NOTIFICATION","You have a free chest ready to open!",,,,,,,,,,,,,,
"TID_VS","VS",,,,,,,,,,,,,,
"TID_VICTORY","VICTORY",,,,,,,,,,,,,,
"TID_DEFEAT","DEFEAT",,,,,,,,,,,,,,
"TID_DRAW","DRAW",,,,,,,,,,,,,,
"TID_BUTTON_OK","OK",,,,,,,,,,,,,,
"TID_LOOT","Loot:",,,,,,,,,,,,,,
"TID_GOLD","GOLD",,,,,,,,,,,,,,
"TID_DIAMONDS","GEMS",,,,,,,,,,,,,,
"TID_TROPHIES","TROPHIES",,,,,,,,,,,,,,
"TID_NO_REWARD","NO REWARD",,,,,,,,,,,,,,
"TID_COME_BACK_NOTIFICATION_SMALL","Battle Arena is waiting for you!",,,,,,,,,,,,,,
"TID_COME_BACK_NOTIFICATION_MEDIUM","Battle Arena is waiting for you!",,,,,,,,,,,,,,
"TID_COME_BACK_NOTIFICATION_LARGE","Battle Arena is waiting for you!",,,,,,,,,,,,,,
"TID_NOT_ENOUGH_RESOURCES_TITLE","Not enough gold!",,,,,,,,,,,,,,
"TID_NOT_ENOUGH_RESOURCES_TEXT","Buy missing gold?",,,,,,,,,,,,,,
"TID_NOT_ENOUGH_RESOURCES_TEXT_ROUNDED_UP","Buy <GOLD> gold?",,,,,,,,,,,,,,
"TID_NOT_ENOUGH_RESOURCES_TEXT_MATCHMAKING","Buy <GOLD> gold and enter battle?",,,,,,,,,,,,,,
"TID_ENTER_NAME_TITLE","What is your name?",,,,,,,,,,,,,,
"TID_NEED_TO_REMOVE_CHESTS_TEXT","Unlock or sell more chests.",,,,,,,,,,,,,,
"TID_NEED_TO_REMOVE_CHESTS_TITLE","Chest limit reached",,,,,,,,,,,,,,
"TID_OPEN_CHEST_BUTTON","Tap to\nunlock",,,,,,,,,,,,,,
"TID_CLAIM_CHEST_BUTTON","Open",,,,,,,,,,,,,,
"TID_NOT_ENOUGH_DIAMONDS","Not enough gems!",,,,,,,,,,,,,,
"TID_BUTTON_DISCARD_CHEST","Discard",,,,,,,,,,,,,,
"TID_SORT_NEWEST","Newest",,,,,,,,,,,,,,
"TID_SORT_FACTION","Sorted",,,,,,,,,,,,,,
"TID_REWARDS_SCREEN_NO_CHESTS","You have no chests",,,,,,,,,,,,,,
"TID_NAME_FAILED","Sorry, try another name!",,,,,,,,,,,,,,
"TID_SPELL_ITEM_LEVEL","Level <NUMBER>",,,,,,,,,,,,,,
"TID_SPELL_ITEM_LEVEL_SHORT","lvl.<NUMBER>",,,,,,,,,,,,,,
"TID_PUSH_MATCHMAKING","<player> is looking for a match!",,,,,,,,,,,,,,
"TID_MATCHMAKING_TEXT","Searching players of your trophy range.",,,,,,,,,,,,,,
"TID_MATCHMAKING_TIME","Estimated time <TIME>",,,,,,,,,,,,,,
"TID_SPELL_INFO_FIREBALL","Annnnnd… Fireball.  Incinerates a small area, dealing high damage. Reduced damage to Crown Towers.",,,,,,,,,,,,,,
"TID_SPELL_INFO_ARROWS","Arrows pepper a large area, damaging everyone hit. Reduced damage to Crown Towers.",,,,,,,,,,,,,,
"TID_SPELL_INFO_ARCHERS","A pair of unarmored ranged attackers. They’ll help you with ground and air unit attacks, but you’re on your own with coloring your hair.",,,,,,,,,,,,,,
"TID_SPELL_INFO_SPEAR_GOBLINS","Three unarmored ranged attackers. Who the heck taught these guys to throw spears!?! Who thought that was a good idea?!",,,,,,,,,,,,,,
"TID_SPELL_INFO_KNIGHT","A tough melee fighter. The Barbarian’s handsome, cultured cousin.  Rumor has it that he was knighted based on the sheer awesomeness of his mustache alone.",,,,,,,,,,,,,,
"TID_SPELL_INFO_BARBARIANS","A horde of melee attackers with mean mustaches and even meaner tempers.",,,,,,,,,,,,,,
"TID_SPELL_INFO_GOBLINS","Three fast, unarmored melee attackers. Small, fast, green and mean!",,,,,,,,,,,,,,
"TID_SPELL_INFO_GIANT","Slow but durable, only attacks buildings. A real one-man wrecking crew!",,,,,,,,,,,,,,
"TID_SPELL_INFO_PEKKA","A heavily armored, slow melee fighter. Swings from the hip but packs a huge punch.",,,,,,,,,,,,,,
"TID_SPELL_INFO_MINIONS","Three fast, unarmored flying attackers. Roses are red, minions are blue, they can fly, and will crush you!",,,,,,,,,,,,,,
"TID_SPELL_INFO_MINION_HORDE","Six fast, unarmored flying attackers. Three's a crowd, six is a horde!",,,,,,,,,,,,,,
"TID_SPELL_INFO_CANNON","Defensive building. Shoots cannonballs with deadly effect, but cannot target flying troops.",,,,,,,,,,,,,,
"TID_SPELL_INFO_BARBARIAN_HUT","Troop building that periodically deploys Barbarians to fight the enemy. Time to make the Barbarians.",,,,,,,,,,,,,,
"TID_SPELL_INFO_GOBLIN_HUT","Building than spawns Spear Goblins. But don’t look inside. You don’t want to see how they are made.",,,,,,,,,,,,,,
"TID_SPELL_INFO_MORTAR","Defensive building with a long range. Shoots exploding shells that deal area damage. Cannot shoot at targets that get very close!",,,,,,,,,,,,,,
"TID_SPELL_INFO_BALLOON","As pretty as they are, you won’t want a parade of THESE balloons showing up on the horizon. Drops powerful bombs and when shot down, crashes dealing area damage.",,,,,,,,,,,,,,
"TID_SPELL_INFO_WITCH","Summons skeletons, shoots destructo beams, has glowing pink eyes that unfortunately don’t shoot lasers.",,,,,,,,,,,,,,
"TID_SPELL_INFO_GOLEM","Slow but durable, only attacks buildings. When destroyed, explosively splits into two Golemites and deals area damage!",,,,,,,,,,,,,,
"TID_SPELL_INFO_RAGE","Increases troop movement and attack speed. Troop buildings and summoners deploy troops faster. Chaaaarge!",,,,,,,,,,,,,,
"TID_SPELL_INFO_INFERNO","Defensive building, roasts targets for damage that increases over time. Burns through even the biggest and toughest enemies!",,,,,,,,,,,,,,
"TID_SPELL_INFO_SKELETONS","Four fast, very weak melee fighters. Swarm your enemies with this pile of bones!",,,,,,,,,,,,,,
"TID_SPELL_INFO_GIANT_SKELETON","The bigger the skeleton, the bigger the bomb. Carries a bomb that blows up when the Giant Skeleton dies.",,,,,,,,,,,,,,
"TID_SPELL_INFO_VALKYRIE","Tough melee fighter, deals area damage around her. Swarm or horde, no problem! She can take them all out with a few spins.",,,,,,,,,,,,,,
"TID_SPELL_INFO_BOMB_TOWER","Defensive building that houses a Bomber. Deals area damage to anything dumb enough to stand near it.",,,,,,,,,,,,,,
"TID_SPELL_INFO_ROCKET","Deals high damage to a small area. Looks really awesome doing it. Reduced damage to Crown Towers.",,,,,,,,,,,,,,
"TID_SPELL_INFO_GOBLIN_BARREL","Spawns three Goblins anywhere on the Arena. It's going to be a thrilling ride, boys!",,,,,,,,,,,,,,
"TID_SPELL_INFO_SKELETON_HORDE","Summons an army of skeletons. Meet Larry and his friends Harry, Gerry, Terry, Mary, etc.",,,,,,,,,,,,,,
"TID_SPELL_INFO_BOMBER","Small, lightly protected skeleton that throws bombs. Deals area damage that can wipe out a swarm of enemies.",,,,,,,,,,,,,,
"TID_SPELL_INFO_MUSKETEER","Don’t be fooled by her delicately coiffed hair, the Musketeer is a mean shot with her trusty boomstick.",,,,,,,,,,,,,,
"TID_SPELL_INFO_FREEZE","Freezes troops and buildings, making them unable to move or attack. Everybody chill.",,,,,,,,,,,,,,
"TID_SPELL_INFO_BABY_DRAGON","Flying troop that deals area damage. Baby dragons hatch cute, hungry and ready for a barbeque.",,,,,,,,,,,,,,
"TID_SPELL_INFO_MINIPEKKA","The arena is a certified butterfly-free zone.  No distractions for P.E.K.K.A, only destruction.",,,,,,,,,,,,,,
"TID_SPELL_INFO_TESLA","Defensive building. Whenever it's not zapping the enemy, the power of Electrickery is best kept grounded.",,,,,,,,,,,,,,
"TID_SPELL_INFO_WIZARD","The most awesome man to ever set foot in the arena, the Wizard will blow you away with his handsomeness…  and/or fireballs.",,,,,,,,,,,,,,
"TID_SPELL_INFO_ELIXIR_COLLECTOR","You gotta spend Elixir to make Elixir.",,,,,,,,,,,,,,
"TID_SPELL_INFO_XBOW","Nice towers you got there. Would be a shame if this X-Bow whittled it down from this side of the arena…",,,,,,,,,,,,,,
"TID_SPELL_INFO_LIGHTNING","Bolts of lightning hit up to 3 enemy troops or buildings with the most hitpoints in the target area. Reduced damage to Crown Towers.",,,,,,,,,,,,,,
"TID_SPELL_INFO_ZAP","Lightning zaps enemies, dealing damage inside a small radius. Reduced damage to Crown Towers.",,,,,,,,,,,,,,
"TID_SPELL_INFO_TOMBSTONE","Troop building that periodically deploys Skeletons to fight the enemy. When destroyed, spawns 6 Skeletons. Creepy!",,,,,,,,,,,,,,
"TID_SPELL_INFO_HOG_RIDER","Fast melee troop that targets buildings and can jump over the river. He followed the echoing call of “Hog Riderrrrr” all the way through the arena doors.",,,,,,,,,,,,,,
"TID_SPELL_GOLEM","Golem",,,,,,,,,,,,,,
"TID_SPELL_FIREBALL","Fireball",,,,,,,,,,,,,,
"TID_SPELL_ARROWS","Arrows",,,,,,,,,,,,,,
"TID_SPELL_ARCHERS","Archers",,,,,,,,,,,,,,
"TID_SPELL_SPEAR_GOBLINS","Spear Goblins",,,,,,,,,,,,,,
"TID_SPELL_BARBARIANS","Barbarians",,,,,,,,,,,,,,
"TID_SPELL_KNIGHT","Knight",,,,,,,,,,,,,,
"TID_SPELL_GOBLINS","Goblins",,,,,,,,,,,,,,
"TID_SPELL_GIANT","Giant",,,,,,,,,,,,,,
"TID_SPELL_PEKKA","P.E.K.K.A",,,,,,,,,,,,,,
"TID_SPELL_MINIONS","Minions",,,,,,,,,,,,,,
"TID_SPELL_MINION_HORDE","Minion Horde",,,,,,,,,,,,,,
"TID_SPELL_CANNON","Cannon",,,,,,,,,,,,,,
"TID_SPELL_GOBLIN_HUT","Goblin Hut",,,,,,,,,,,,,,
"TID_SPELL_BARBARIAN_HUT","Barbarian Hut",,,,,,,,,,,,,,
"TID_SPELL_MORTAR","Mortar",,,,,,,,,,,,,,
"TID_SPELL_BALLOON","Balloon",,,,,,,,,,,,,,
"TID_SPELL_WITCH","Witch",,,,,,,,,,,,,,
"TID_SPELL_RAGE","Rage",,,,,,,,,,,,,,
"TID_SPELL_GIANT_SKELETON","Giant Skeleton",,,,,,,,,,,,,,
"TID_SPELL_SKELETONS","Skeletons",,,,,,,,,,,,,,
"TID_SPELL_INFERNO","Inferno Tower",,,,,,,,,,,,,,
"TID_SPELL_VALKYRIE","Valkyrie",,,,,,,,,,,,,,
"TID_SPELL_ROCKET","Rocket",,,,,,,,,,,,,,
"TID_SPELL_GOBLIN_BARREL","Goblin Barrel",,,,,,,,,,,,,,
"TID_SPELL_BOMBER","Bomber",,,,,,,,,,,,,,
"TID_SPELL_BOMB_TOWER","Bomb Tower",,,,,,,,,,,,,,
"TID_SPELL_SKELETON_HORDE","Skeleton Army",,,,,,,,,,,,,,
"TID_SPELL_MUSKETEER","Musketeer",,,,,,,,,,,,,,
"TID_SPELL_FREEZE","Freeze",,,,,,,,,,,,,,
"TID_SPELL_BABY_DRAGON","Baby Dragon",,,,,,,,,,,,,,
"TID_SPELL_MINIPEKKA","Mini P.E.K.K.A",,,,,,,,,,,,,,
"TID_SPELL_TESLA","Tesla",,,,,,,,,,,,,,
"TID_SPELL_WIZARD","Wizard",,,,,,,,,,,,,,
"TID_SPELL_ELIXIR_COLLECTOR","Elixir Collector",,,,,,,,,,,,,,
"TID_SPELL_XBOW","X-Bow",,,,,,,,,,,,,,
"TID_SPELL_LIGHTNING","Lightning",,,,,,,,,,,,,,
"TID_SPELL_ZAP","Zap",,,,,,,,,,,,,,
"TID_SPELL_TOMBSTONE","Tombstone",,,,,,,,,,,,,,
"TID_SPELL_HOG_RIDER","Hog Rider",,,,,,,,,,,,,,
"TID_CHARACTER_KNIGHT","Knight",,,,,,,,,,,,,,
"TID_CHARACTER_ARCHER","Archer",,,,,,,,,,,,,,
"TID_CHARACTER_SPEAR_GOBLIN","Spear Goblin",,,,,,,,,,,,,,
"TID_CHARACTER_GOBLIN","Goblin",,,,,,,,,,,,,,
"TID_CHARACTER_GIANT","Giant",,,,,,,,,,,,,,
"TID_CHARACTER_PEKKA","P.E.K.K.A",,,,,,,,,,,,,,
"TID_CHARACTER_MINION","Minion",,,,,,,,,,,,,,
"TID_CHARACTER_BALLOON","Balloon",,,,,,,,,,,,,,
"TID_CHARACTER_WITCH","Witch",,,,,,,,,,,,,,
"TID_CHARACTER_SKELETON","Skeleton",,,,,,,,,,,,,,
"TID_CHARACTER_BARBARIAN","Barbarian",,,,,,,,,,,,,,
"TID_CHARACTER_GOLEM","Golem",,,,,,,,,,,,,,
"TID_CHARACTER_GIANT_SKELETON","Giant Skeleton",,,,,,,,,,,,,,
"TID_CHARACTER_SMALL_GOLEM","Golemite",,,,,,,,,,,,,,
"TID_CHARACTER_VALKYRIE","Valkyrie",,,,,,,,,,,,,,
"TID_CHARACTER_MUSKETEER","Musketeer",,,,,,,,,,,,,,
"TID_CHARACTER_BABY_DRAGON","Baby Dragon",,,,,,,,,,,,,,
"TID_CHARACTER_MINIPEKKA","Mini P.E.K.K.A",,,,,,,,,,,,,,
"TID_CHARACTER_HOG_RIDER","Hog Rider",,,,,,,,,,,,,,
"TID_BUILDING_CANNON","Cannon",,,,,,,,,,,,,,
"TID_BUILDING_GOBLIN_HUT","Goblin Hut",,,,,,,,,,,,,,
"TID_BUILDING_MORTAR","Mortar",,,,,,,,,,,,,,
"TID_BUILDING_ARCHER_TOWER","Archer Tower",,,,,,,,,,,,,,
"TID_BUILDING_INFERNO","Inferno Tower",,,,,,,,,,,,,,
"TID_BUILDING_BOMB_TOWER","Bomb Tower",,,,,,,,,,,,,,
"TID_BUILDING_TESLA","Tesla",,,,,,,,,,,,,,
"TID_BUILDING_ELIXIR_COLLECTOR","Elixir Collector",,,,,,,,,,,,,,
"TID_BUILDING_XBOW","X-Bow",,,,,,,,,,,,,,
"TID_BUILDING_MEGA_BOMB","Mega Bomb",,,,,,,,,,,,,,
"TID_BUILDING_GIANT_SKELETON_BOMB","Bomb",,,,,,,,,,,,,,
"TID_BUILDING_TOMBSTONE","Tombstone",,,,,,,,,,,,,,
"TID_CHARACTER_WIZARD","Wizard",,,,,,,,,,,,,,
"TID_CHARACTER_BOMBER","Bomber",,,,,,,,,,,,,,
"TID_BUTTON_BACK","Back",,,,,,,,,,,,,,
"TID_LEVEL","Level <LEVEL>",,,,,,,,,,,,,,
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Connection lost",,,,,,,,,,,,,,
"TID_ERROR_POP_UP_CONNECTION_LOST","Please try logging in again!",,,,,,,,,,,,,,
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Retry login",,,,,,,,,,,,,,
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Purchase failed","Échec de l'achat","Kauf fehlgeschlagen","Error de compra","Acquisto non riuscito","Aankoop mislukt","Kjøpet mislyktes","Falha na compra","Satın alma başarısız oldu","購入に失敗","购买失败","결제 실패","Покупка не удалась","فشلت عملية الشراء","購買失敗"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Billing server not responding. Please try again later.","Le service de facturation ne répond pas. Veuillez réessayer plus tard.","Abrechnungsserver antwortet nicht. Bitte versuche es später erneut.","El servidor de facturación no responde. Inténtalo de nuevo más tarde.","Il server per i pagamenti non risponde. Riprova più tardi.","De transactieserver reageert niet. Probeer het later opnieuw.","Betalingsserveren svarer ikke. Prøv igjen senere.","O servidor de cobrança não responde. Tente novamente mais tarde.","Fatura sunucusu yanıt vermiyor. Lütfen daha sonra tekrar dene.","課金処理サーバーが応答していません。後ほどお試しください","计费服务器未响应。请稍后再试。","결제 서버가 응답하지 않습니다. 나중에 다시 시도해주세요.","Сервер оплаты не отвечает. Пожалуйста, попробуйте позже.","خادم الدفع لا يستجيب. من فضلك حاول ثانية لاحقا.","計費伺服器沒有回應。請稍後重試。"
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","Ok","OK","O. K.","Vale","OK","Oké","OK","Ok","Tamam","OK","确定","확인","ОК","حسنا","確定"
"TID_SECOND_SHORT","s",,,,,,,,,,,,,,
"TID_ALLIANCE_CREATE_FAILED","Clan creation failed",,,,,,,,,,,,,,
"TID_ALLIANCE_CREATE_FAILED_PROFANITIES_IN_NAME","Inappropriate clan name",,,,,,,,,,,,,,
"TID_ALLIANCE_CREATE_FAILED_PROFANITIES_IN_DESCRIPTION","Inappropriate clan description",,,,,,,,,,,,,,
"TID_ALLIANCE_CREATE_OK","Clan Created!",,,,,,,,,,,,,,
"TID_ALLIANCE_NAME_TOO_SHORT","Clan name too short",,,,,,,,,,,,,,
"TID_BUTTON_CREATE","Create",,,,,,,,,,,,,,
"TID_BUTTON_SAVE","Save",,,,,,,,,,,,,,
"TID_ALLIANCE_NAME","Clan name",,,,,,,,,,,,,,
"TID_ALLIANCE_DESCRIPTION","Clan description",,,,,,,,,,,,,,
"TID_ALLIANCE_TYPE","Type",,,,,,,,,,,,,,
"TID_ALLIANCE_SCORE_LIMIT","Score limit",,,,,,,,,,,,,,
"TID_CONFIRM_BUTTON_YES","Yes",,,,,,,,,,,,,,
"TID_BUTTON_NO","No",,,,,,,,,,,,,,
"TID_ALLIANCE_TYPE_CLOSED","Closed",,,,,,,,,,,,,,
"TID_ALLIANCE_TYPE_OPEN","Open",,,,,,,,,,,,,,
"TID_ALLIANCE_TYPE_INVITE_ONLY","Invite Only",,,,,,,,,,,,,,
"TID_BUTTON_SETTING","Settings",,,,,,,,,,,,,,
"TID_BUTTON_ALLIANCE_STREAM","Chat",,,,,,,,,,,,,,
"TID_BUTTON_MY_ALLIANCE","My Clan",,,,,,,,,,,,,,
"TID_BUTTON_TOP_ALLIANCE","TOP Clans",,,,,,,,,,,,,,
"TID_TUTORIAL_ENEMY_AREA","Destroy enemy towers!",,,,,,,,,,,,,,
"TID_TUTORIAL_YOUR_AREA","Defend your towers!",,,,,,,,,,,,,,
"TID_TUTORIAL_ATTACK_REMINDER","Destroy remaining targets!",,,,,,,,,,,,,,
"TID_RARITY_COMMON","Common",,,,,,,,,,,,,,
"TID_RARITY_UNCOMMON","Uncommon",,,,,,,,,,,,,,
"TID_RARITY_RARE","Rare",,,,,,,,,,,,,,
"TID_RARITY_EPIC","Epic",,,,,,,,,,,,,,
"TID_RARITY_LEGENDARY","Legendary",,,,,,,,,,,,,,
"TID_DAMAGE_TYPE_PHYSICAL","Physical",,,,,,,,,,,,,,
"TID_DAMAGE_TYPE_FIRE","Fire",,,,,,,,,,,,,,
"TID_DAMAGE_TYPE_POISON","Poison",,,,,,,,,,,,,,
"TID_DAMAGE_TYPE_ELECTRICAL","Electrical",,,,,,,,,,,,,,
"TID_DAMAGE_TYPE_COLD","Cold",,,,,,,,,,,,,,
"TID_SPELL_INFO_TITLE","Level <LEVEL> <SPELL>",,,,,,,,,,,,,,
"TID_SPELL_INFO_FUSE_TITLE","Upgrade to level <LEVEL>?",,,,,,,,,,,,,,
"TID_BUTTON_LEAVE","Leave",,,,,,,,,,,,,,
"TID_BUTTON_SETTINGS","Settings",,,,,,,,,,,,,,
"TID_BUTTON_JOIN","Join",,,,,,,,,,,,,,
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","Leave Clan?",,,,,,,,,,,,,,
"TID_ALLIANCE_LEAVE_CONFIRMATION","Do you really want to leave?",,,,,,,,,,,,,,
"TID_HELPHELP","Help!",,,,,,,,,,,,,,
"TID_STREAM_ENTRY_AGE","<time> ago",,,,,,,,,,,,,,
"TID_BUTTON_SEND","Send",,,,,,,,,,,,,,
"TID_CONFIRM_CHEST_SELL_TITLE","Discard <CHEST>",,,,,,,,,,,,,,
"TID_CONFIRM_CHEST_SELL_TEXT","Are you sure you want to discard <CHEST>?",,,,,,,,,,,,,,
"TID_CONFIRM_CHEST_SPEED_UP_TITLE","Open chest with gems",,,,,,,,,,,,,,
"TID_CONFIRM_CHEST_SPEED_UP_TEXT","Open chest immediately with gems?",,,,,,,,,,,,,,
"TID_ALLIANCE_ROLE_LEADER","Leader",,,,,,,,,,,,,,
"TID_ALLIANCE_ROLE_CO_LEADER","Co-leader",,,,,,,,,,,,,,
"TID_ALLIANCE_ROLE_MEMBER","Member",,,,,,,,,,,,,,
"TID_ALLIANCE_ROLE_ELDER","Elder",,,,,,,,,,,,,,
"TID_STREAM_EVENT_ACCEPTED","<sender> was accepted to the clan by <target>",,,,,,,,,,,,,,
"TID_STREAM_EVENT_DEMOTED","<sender> was demoted by <target>",,,,,,,,,,,,,,
"TID_STREAM_EVENT_PROMOTED","<sender> was promoted by <target>",,,,,,,,,,,,,,
"TID_STREAM_EVENT_JOINED","<sender> joined the clan",,,,,,,,,,,,,,
"TID_STREAM_EVENT_KICKED","<sender> has been kicked out of the clan by <target>",,,,,,,,,,,,,,
"TID_STREAM_EVENT_LEFT","<sender> has left the clan",,,,,,,,,,,,,,
"TID_BUTTON_CONFIRM","Confirm selection",,,,,,,,,,,,,,
"TID_INVALID_SPELL_POSITION","Invalid position!",,,,,,,,,,,,,,
"TID_NOT_ENOUGH_MANA","Not enough Elixir!",,,,,,,,,,,,,,
"TID_DECIMAL_FORMAT","<FULL>.<DECIMAL>",,,,,,,,,,,,,,
"TID_SPEED_1","Very Slow",,,,,,,,,,,,,,
"TID_SPEED_2","Slow",,,,,,,,,,,,,,
"TID_SPEED_3","Medium",,,,,,,,,,,,,,
"TID_SPEED_4","Fast",,,,,,,,,,,,,,
"TID_SPEED_5","Very Fast",,,,,,,,,,,,,,
"TID_ATTRIBUTE_MELEE_RANGE","Melee",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_SPEED","Speed",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_HEALTH","Hitpoints",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_HEAL_PER_SECOND","Healing/sec",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_HEAL","Heal",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_DAMAGE_PER_SECOND","Damage/sec",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_AREA_DAMAGE_PER_SECOND","Area Damage/sec",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_DAMAGE","Damage",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_AREA_DAMAGE","Area Damage",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_TOWER_DAMAGE","Crown Tower Damage",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_HIT_SPEED","Hit Speed",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_DURATION","Duration",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_RADIUS","Radius",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_DAMAGE_TYPE","Damage Type",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_RANGE","Range",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_COUNT","Count",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_SPAWN_TIME","Spawn Speed",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_COUNT_VALUE","x <COUNT>",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_SPAWN_CHARACTER_LEVEL","<CHARACTER> level",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_SPAWN_CHARACTER_COUNT","<CHARACTER> count",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_TARGET","Targets",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_LIFETIME","Lifetime",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_DPS","Damage per second",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_ELIXIR_TIME","Production Speed",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_AMMO","Ammo",,,,,,,,,,,,,,
"TID_SPELL_ATTRIBUTE_MAX_SPAWN_COUNT","Spawn Limit",,,,,,,,,,,,,,
