"Name","Size","Title","Info","ItemFile","ItemExportName","Count","GameType","PlayerType","Spell","Character","TargetCharacter","Weight","Type","MinArena","MaxArena"
"Hit_Unit_Valkyrie",1,"TID_HIT_QUEST","TID_HIT_QUEST_INFO","sc/ui.sc","quest_item_pvp",27,"Ladder","1v1",,"Valkyrie",,10,"Hit",,
"Hit_Unit_Bowler",1,"TID_HIT_QUEST","TID_HIT_QUEST_INFO","sc/ui.sc","quest_item_pvp",16,"Ladder","1v1",,"Bowler",,10,"Hit",,
"Hit_Unit_Prince",1,"TID_HIT_QUEST","TID_HIT_QUEST_INFO","sc/ui.sc","quest_item_pvp",10,"Ladder","1v1",,"Prince",,10,"Hit",,
"Hit_Unit_Wizard",1,"TID_HIT_QUEST","TID_HIT_QUEST_INFO","sc/ui.sc","quest_item_pvp",28,"Ladder","1v1",,"Wizard",,10,"Hit",,
"Hit_Unit_Xbow",1,"TID_HIT_QUEST","TID_HIT_QUEST_INFO","sc/ui.sc","quest_item_pvp",16,"Ladder","1v1",,"Xbow",,10,"Hit",,
"Hit_Unit_ZapMachine",1,"TID_HIT_QUEST","TID_HIT_QUEST_INFO","sc/ui.sc","quest_item_pvp",15,"Ladder","1v1",,"ZapMachine",,10,"Hit",,
"Hit_Unit_Pekka",1,"TID_HIT_QUEST","TID_HIT_QUEST_INFO","sc/ui.sc","quest_item_pvp",12,"Ladder","1v1",,"Pekka",,10,"Hit",,
"Hit_Unit_Axeman",1,"TID_HIT_QUEST","TID_HIT_QUEST_INFO","sc/ui.sc","quest_item_pvp",28,"Ladder","1v1",,"AxeMan",,10,"Hit",,
"Hit_Unit_Assassin",1,"TID_HIT_QUEST","TID_HIT_QUEST_INFO","sc/ui.sc","quest_item_pvp",18,"Ladder","1v1",,"Assassin",,10,"Hit",,
"Hit_Unit_MovingCannon",1,"TID_HIT_QUEST","TID_HIT_QUEST_INFO","sc/ui.sc","quest_item_pvp",12,"Ladder","1v1",,"MovingCannon",,10,"Hit",,
"Hit_Unit_MegaKnight",1,"TID_HIT_QUEST","TID_HIT_QUEST_INFO","sc/ui.sc","quest_item_pvp",20,"Ladder","1v1",,"MegaKnight",,10,"Hit",,
"Hit_Tower_IceGolemite",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",6,"Ladder","1v1",,"IceGolemite","TOWERS",10,"Hit",,
"Hit_Tower_Knight",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",9,"Ladder","1v1",,"Knight","TOWERS",10,"Hit",,
"Hit_Tower_Bomber",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",9,"Ladder","1v1",,"Bomber","TOWERS",10,"Hit",,
"Hit_Tower_BlowdartGoblin",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",23,"Ladder","1v1",,"BlowdartGoblin","TOWERS",10,"Hit",,
"Hit_Tower_Princess",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",15,"Ladder","1v1",,"Princess","TOWERS",10,"Hit",,
"Hit_Tower_IceWizard",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",11,"Ladder","1v1",,"IceWizard","TOWERS",10,"Hit",,
"Hit_Tower_Miner",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",18,"Ladder","1v1",,"Miner","TOWERS",10,"Hit",,
"Hit_Tower_MegaMinion",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",11,"Ladder","1v1",,"MegaMinion","TOWERS",10,"Hit",,
"Hit_Tower_Mortar",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",13,"Ladder","1v1",,"Mortar","TOWERS",10,"Hit",,
"Hit_Tower_AngryBarbarians",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",13,"Ladder","1v1",,"AngryBarbarian","TOWERS",10,"Hit",,
"Hit_Tower_BabyDragon",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",10,"Ladder","1v1",,"BabyDragon","TOWERS",10,"Hit",,
"Hit_Tower_DarkPrince",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",10,"Ladder","1v1",,"DarkPrince","TOWERS",10,"Hit",,
"Hit_Tower_RageBarbarian",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",8,"Ladder","1v1",,"RageBarbarian","TOWERS",10,"Hit",,
"Hit_Tower_MiniPekka",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",7,"Ladder","1v1",,"MiniPekka","TOWERS",10,"Hit",,
"Hit_Tower_Valkyrie",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",12,"Ladder","1v1",,"Valkyrie","TOWERS",10,"Hit",,
"Hit_Tower_HogRider",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",15,"Ladder","1v1",,"HogRider","TOWERS",10,"Hit",,
"Hit_Tower_Balloon",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",10,"Ladder","1v1",,"Balloon","TOWERS",10,"Hit",,
"Hit_Tower_Bowler",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",9,"Ladder","1v1",,"Bowler","TOWERS",10,"Hit",,
"Hit_Tower_Prince",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",9,"Ladder","1v1",,"Prince","TOWERS",10,"Hit",,
"Hit_Tower_Wizard",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",11,"Ladder","1v1",,"Wizard","TOWERS",10,"Hit",,
"Hit_Tower_Giant",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",11,"Ladder","1v1",,"Giant","TOWERS",10,"Hit",,
"Hit_Tower_RoyalGiant",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",13,"Ladder","1v1",,"RoyalGiant","TOWERS",10,"Hit",,
"Hit_Tower_Xbow",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",16,"Ladder","1v1",,"Xbow","TOWERS",10,"Hit",,
"Hit_Tower_ZapMachine",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",3,"Ladder","1v1",,"ZapMachine","TOWERS",10,"Hit",,
"Hit_Tower_Pekka",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",5,"Ladder","1v1",,"Pekka","TOWERS",10,"Hit",,
"Hit_Tower_Axeman",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",12,"Ladder","1v1",,"AxeMan","TOWERS",10,"Hit",,
"Hit_Tower_Assassin",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",18,"Ladder","1v1",,"Assassin","TOWERS",10,"Hit",,
"Hit_Tower_MovingCannon",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",11,"Ladder","1v1",,"MovingCannon","TOWERS",10,"Hit",,
"Hit_Tower_MegaKnight",1,"TID_HIT_TOWER_QUEST","TID_HIT_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",12,"Ladder","1v1",,"MegaKnight","TOWERS",10,"Hit",,
"Random_Character",0,"TID_DESTROY_QUEST","TID_DESTROY_QUEST_INFO","sc/ui.sc","quest_item_pvp",5,"Ladder","1v1",,"RANDOM",,0,"Destroy",,
"Random_Spell",0,"TID_DESTROY_QUEST","TID_DESTROY_QUEST_INFO","sc/ui.sc","quest_item_pvp",5,"Ladder","1v1","RANDOM",,,0,"Destroy",,
"Tower_RandomCharacter",0,"TID_DESTROY_TOWER_QUEST","TID_DESTROY_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",5,"Ladder","1v1",,"RANDOM","TOWERS",0,"Destroy",,
"Tower_RandomSpell",0,"TID_DESTROY_TOWER_QUEST","TID_DESTROY_TOWER_QUEST_INFO","sc/ui.sc","quest_item_pvp",5,"Ladder","1v1","RANDOM",,"TOWERS",0,"Destroy",,
