"Name","Size","Title","Info","ItemFile","ItemExportName","GameType","PlayerType","Type","Count","Weight","Spell","MinArena","MaxArena"
"Play_Quest_Win_Combo_015",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Minions","Arena2",
,,,,,,,,,,,"MinionHorde",,
"Play_Quest_Win_Combo_016",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Valkyrie","Arena2",
,,,,,,,,,,,"Goblins",,
"Play_Quest_Win_Combo_017",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Valkyrie","Arena2",
,,,,,,,,,,,"HogRider",,
"Play_Quest_Win_Combo_018",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Valkyrie","Arena2",
,,,,,,,,,,,"GiantSkeleton",,
"Play_Quest_Win_Combo_019",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Balloon","Arena2",
,,,,,,,,,,,"Rage",,
"Play_Quest_Win_Combo_020",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Balloon","Arena2",
,,,,,,,,,,,"Freeze",,
"Play_Quest_Win_Combo_021",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Balloon","Arena2",
,,,,,,,,,,,"Minions",,
"Play_Quest_Win_Combo_022",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"GiantSkeleton","Arena2",
,,,,,,,,,,,"Tornado",,
"Play_Quest_Win_Combo_023",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"GiantSkeleton","Arena2",
,,,,,,,,,,,"Clone",,
"Play_Quest_Win_Combo_024",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Freeze","Arena2",
,,,,,,,,,,,"HogRider",,
"Play_Quest_Win_Combo_025",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Freeze","Arena2",
,,,,,,,,,,,"Graveyard",,
"Play_Quest_Win_Combo_026",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"HogRider","Arena2",
,,,,,,,,,,,"Goblins",,
"Play_Quest_Win_Combo_027",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"HogRider","Arena2",
,,,,,,,,,,,"IceGolemite",,
"Play_Quest_Win_Combo_028",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Wizard","Arena2",
,,,,,,,,,,,"Tornado",,
"Play_Quest_Win_Combo_029",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Tornado","Arena2",
,,,,,,,,,,,"AxeMan",,
"Play_Quest_Win_Combo_030",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Miner","Arena2",
,,,,,,,,,,,"Graveyard",,
"Play_Quest_Win_Combo_031",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Miner","Arena2",
,,,,,,,,,,,"GoblinBarrel",,
"Play_Quest_Win_Combo_032",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Clone","Arena2",
,,,,,,,,,,,"DarkWitch",,
"Play_Quest_Win_Combo_033",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Clone","Arena2",
,,,,,,,,,,,"DarkPrince",,
"Play_Quest_Win_Combo_034",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Clone","Arena2",
,,,,,,,,,,,"Witch",,
"Play_Quest_Win_Combo_035",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"RageBarbarian","Arena2",
,,,,,,,,,,,"Balloon",,
"Play_Quest_Win_Combo_036",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"BlowdartGoblin","Arena2",
,,,,,,,,,,,"Princess",,
"Play_Quest_Win_Combo_037",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Heal","Arena2",
,,,,,,,,,,,"GoblinBarrel",,
"Play_Quest_Win_Combo_038",1,"TID_LADDER_QUEST_WIN_2_CARDS","TID_LADDER_QUEST_WIN_2_CARDS_INFO","sc/ui.sc","quest_item_pvp","Ladder","1v1","Wins",3,2,"Heal",
