"FileName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_bush1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,24385,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5500,38500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-7144,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19500,40500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20618,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15232,37562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,24145,12666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-646,38833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,24854,19031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-8703,25700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-3111,37660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11000,41500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18000,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15500,43500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,500,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,500,17500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17500,17500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17500,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10500,-4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4500,39500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23000,36500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28000,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25500,32500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26500,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29000,22500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27500,19500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_rock3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13500,-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5131,-3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_1x1_flower1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15500,28500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_1x1_flower2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1575,21597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16969,22131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4000,37027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_3x3_flowers2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3000,38498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9031,9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3500,-4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_1x1_flower3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1536,4598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_3x3_flowers1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6827,20058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14000,42000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3000,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-1000,41500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23000,42000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25500,36500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25500,22500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ChestTemplate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_rock2_withHaze",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_rock3_withHaze",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Arena_stand_right_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Arena_stand_left_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Arena_stand_left_full_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Arena_stand_right_full_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"WoodWall_multi_horizontal_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5000,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3000,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13000,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15031,36125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17000,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-2000,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19000,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,21000,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"arena_stand_left_full_1_blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-3365,24916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"arena_stand_right_full_1_blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,21000,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"arena_stand_right_full_1_red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,21000,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"arena_stand_left_full_1_red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-3333,7541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"WoodWall_single_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1500,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-2000,-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-2666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20000,33500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"deco_chest_wood1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_rock1_withHaze",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"WoodWall_single_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19500,34500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-3000,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20000,-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"WoodWall_single_3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19500,-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
,"int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int"
,16,16,16,16,16,16,16,16,16,16,16,16,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16
,16,16,16,16,16,16,16,16,16,16,16,16,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16
,0,,,,,,,,,,,,,,1,1,1,1,18,18,2,2,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,1,17,17,17,18,18,18,2,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,1,17,17,17,18,18,18,2,,,,,,,,,,,,,,
,0,,,,,1,1,1,1,1,1,1,1,1,1,17,17,17,18,18,18,2,2,2,2,2,2,2,2,2,2,,,,,
,0,,,,,1,1,1,1,1,1,1,1,1,1,17,17,17,18,18,18,2,2,2,2,2,2,2,2,2,2,,,,,
,0,,,,,1,1,1,1,1,1,1,1,1,1,17,17,17,18,18,18,2,2,2,2,2,2,2,2,2,2,,,,,
,0,,,,,1,1,1,1,1,1,1,1,1,1,17,17,17,18,18,18,2,2,2,2,2,2,2,2,2,2,,,,,
,0,,,,,1,1,1,1,1,,,,,1,1,1,1,2,2,2,2,,,,,2,2,2,2,2,,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,16,16,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,16,16
,16,16,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,16,16
,48,48,48,48,48,1,1,1,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2,2,2,2,48,48,48,48,48
,48,48,48,48,48,,1,1,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,2,2,,48,48,48,48,48
,48,48,48,48,48,,1,1,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,2,2,,48,48,48,48,48
,48,48,48,48,48,1,1,1,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2,2,2,2,48,48,48,48,48
,16,16,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,16,16
,16,16,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,16,16
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,1,1,1,1,1,1,,,,,,,,,2,,,,,,,,2,2,2,2,2,2,,,,
,0,,,,,1,1,1,1,1,,,,,1,1,1,1,2,2,2,2,,,,,2,2,2,2,2,,,,,
,0,,,,,1,1,1,1,1,1,1,1,1,1,17,17,17,18,18,18,2,2,2,2,2,2,2,2,2,2,,,,,
,0,,,,,1,1,1,1,1,1,1,1,1,1,17,17,17,18,18,18,2,2,2,2,2,2,2,2,2,2,,,,,
,0,,,,,1,1,1,1,1,1,1,1,1,1,17,17,17,18,18,18,2,2,2,2,2,2,2,2,2,2,,,,,
,0,,,,,1,1,1,1,1,1,1,1,1,1,17,17,17,18,18,18,2,2,2,2,2,2,2,2,2,2,,,,,
,0,,,,,,,,,,,,,,1,17,17,17,18,18,18,2,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,1,17,17,17,18,18,18,2,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,
,16,16,16,16,16,16,16,16,16,16,16,16,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16
,16,16,16,16,16,16,16,16,16,16,16,16,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16
"Background",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_river_horizontal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_road_roundabout1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_road_vertical1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_pvp_edge_corner_top1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_pvp_edge_side1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_pvp_edge_side2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_pvp_edge_side3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_pvp_edge_bottom1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_pvp_edge_corner_top2_flip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grassland_pvp_edge_top2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
